data;y_real;prob_chuva;pred_chuva;split
2008-07-01;0;0.011180709;0;train
2008-07-02;0;0.011657784;0;train
2008-07-02;1;0.8056126;1;train
2008-07-02;1;0.44440088;0;train
2008-07-02;0;0.123899065;0;train
2008-07-02;0;0.0035395455;0;train
2008-07-02;0;0.15924568;0;train
2008-07-03;0;0.016783947;0;train
2008-07-03;0;0.17288764;0;train
2008-07-03;0;0.17930318;0;train
2008-07-03;0;0.0050749495;0;train
2008-07-03;0;0.06453578;0;train
2008-07-04;0;0.1304129;0;train
2008-07-04;0;0.069940016;0;train
2008-07-04;0;0.17288734;0;train
2008-07-04;0;0.011231775;0;train
2008-07-04;0;0.017755559;0;train
2008-07-04;1;0.6161329;1;train
2008-07-05;0;0.0034466016;0;train
2008-07-05;0;0.03521578;0;train
2008-07-05;1;0.92281026;1;train
2008-07-05;0;0.05594778;0;train
2008-07-05;1;0.23067275;0;train
2008-07-06;0;0.1511366;0;train
2008-07-06;0;0.019157706;0;train
2008-07-06;0;0.002204836;0;train
2008-07-06;0;0.19405702;0;train
2008-07-06;0;0.11742647;0;train
2008-07-06;0;0.33338034;0;train
2008-07-07;1;0.61581355;1;train
2008-07-07;0;0.04970988;0;train
2008-07-07;0;0.020798905;0;train
2008-07-07;1;0.213265;0;train
2008-07-07;1;0.4170323;0;train
2008-07-08;1;0.6093799;1;train
2008-07-08;1;0.1296438;0;train
2008-07-08;0;0.109723724;0;train
2008-07-08;0;0.0022498502;0;train
2008-07-08;1;0.6763552;1;train
2008-07-09;0;0.0033602477;0;train
2008-07-09;1;0.2039276;0;train
2008-07-09;0;0.4366165;0;train
2008-07-09;0;0.27543288;0;train
2008-07-10;1;0.8174252;1;train
2008-07-10;0;0.3342443;0;train
2008-07-10;1;0.88991666;1;train
2008-07-10;0;0.002458958;0;train
2008-07-10;0;0.014977459;0;train
2008-07-10;1;0.40487778;0;train
2008-07-11;0;0.042091046;0;train
2008-07-11;0;0.15501302;0;train
2008-07-11;0;0.2507575;0;train
2008-07-11;1;0.7643969;1;train
2008-07-11;0;0.22151013;0;train
2008-07-11;0;0.0024959014;0;train
2008-07-12;0;0.044742584;0;train
2008-07-12;0;0.44806248;0;train
2008-07-12;0;0.07860322;0;train
2008-07-12;0;0.006186983;0;train
2008-07-12;0;0.20817834;0;train
2008-07-12;0;0.34879297;0;train
2008-07-13;0;0.0651092;0;train
2008-07-13;0;0.08137656;0;train
2008-07-13;0;0.3425008;0;train
2008-07-13;0;0.0093524875;0;train
2008-07-13;0;0.304119;0;train
2008-07-14;0;0.081573024;0;train
2008-07-14;0;0.08167904;0;train
2008-07-14;0;0.083333656;0;train
2008-07-14;0;0.0932838;0;train
2008-07-14;0;0.1661659;0;train
2008-07-14;0;0.0481757;0;train
2008-07-15;1;0.9792315;1;train
2008-07-15;0;0.010785355;0;train
2008-07-15;1;0.44359815;0;train
2008-07-15;0;0.26980504;0;train
2008-07-15;0;0.13338329;0;train
2008-07-16;0;0.003988829;0;train
2008-07-16;1;0.56754345;1;train
2008-07-16;0;0.1738412;0;train
2008-07-16;1;0.4252414;0;train
2008-07-16;0;0.12786452;0;train
2008-07-17;0;0.12263396;0;train
2008-07-17;0;0.4300198;0;train
2008-07-17;1;0.92543995;1;train
2008-07-17;0;0.002479663;0;train
2008-07-18;1;0.49182543;0;train
2008-07-18;1;0.77807766;1;train
2008-07-18;0;0.06791422;0;train
2008-07-18;0;0.3195967;0;train
2008-07-18;1;0.89887184;1;train
2008-07-18;0;0.012840486;0;train
2008-07-19;0;0.24852931;0;train
2008-07-19;0;0.008367399;0;train
2008-07-19;0;0.09955196;0;train
2008-07-19;0;0.3879943;0;train
2008-07-19;0;0.06506808;0;train
2008-07-20;0;0.18899374;0;train
2008-07-20;0;0.02512162;0;train
2008-07-20;1;0.71311927;1;train
2008-07-20;0;0.04674413;0;train
2008-07-20;1;0.4193737;0;train
2008-07-21;0;0.18359566;0;train
2008-07-21;1;0.82825893;1;train
2008-07-21;1;0.49630362;0;train
2008-07-21;0;0.3354816;0;train
2008-07-21;0;0.008952704;0;train
2008-07-21;0;0.051604215;0;train
2008-07-22;0;0.010331165;0;train
2008-07-22;0;0.07834635;0;train
2008-07-22;0;0.16362855;0;train
2008-07-22;0;0.19353324;0;train
2008-07-22;0;0.17864616;0;train
2008-07-22;0;0.015813544;0;train
2008-07-23;1;0.9778126;1;train
2008-07-23;1;0.6367835;1;train
2008-07-23;0;0.004253878;0;train
2008-07-23;0;0.035619818;0;train
2008-07-23;0;0.02666312;0;train
2008-07-24;0;0.013929822;0;train
2008-07-24;0;0.015409699;0;train
2008-07-24;0;0.24358393;0;train
2008-07-24;0;0.06434092;0;train
2008-07-24;0;0.004533501;0;train
2008-07-25;0;0.036904234;0;train
2008-07-25;0;0.0145955;0;train
2008-07-25;0;0.0023227404;0;train
2008-07-25;1;0.9244096;1;train
2008-07-25;0;0.4654914;0;train
2008-07-25;0;0.04668202;0;train
2008-07-26;0;0.0017459614;0;train
2008-07-26;1;0.42299873;0;train
2008-07-26;0;0.018724125;0;train
2008-07-26;0;0.16225004;0;train
2008-07-26;0;0.07373707;0;train
2008-07-26;1;0.28473455;0;train
2008-07-27;1;0.30098706;0;train
2008-07-27;1;0.29165024;0;train
2008-07-27;1;0.9640652;1;train
2008-07-27;0;0.00727953;0;train
2008-07-27;1;0.61224025;1;train
2008-07-27;1;0.36536652;0;train
2008-07-28;0;0.32990313;0;train
2008-07-28;0;0.12690124;0;train
2008-07-28;0;0.0109044155;0;train
2008-07-28;0;0.15868193;0;train
2008-07-28;1;0.9277966;1;train
2008-07-28;0;0.49545744;0;train
2008-07-29;1;0.9763798;1;train
2008-07-29;0;0.037556972;0;train
2008-07-29;0;0.19731393;0;train
2008-07-29;0;0.057460293;0;train
2008-07-29;0;0.0041961805;0;train
2008-07-30;0;0.021805594;0;train
2008-07-30;1;0.73257905;1;train
2008-07-30;0;0.086458534;0;train
2008-07-30;0;0.18197556;0;train
2008-07-30;0;0.0060051926;0;train
2008-07-31;0;0.44783634;0;train
2008-07-31;0;0.14716926;0;train
2008-07-31;1;0.78089106;1;train
2008-07-31;0;0.007263675;0;train
2008-07-31;0;0.1786274;0;train
2008-08-01;0;0.6906579;1;train
2008-08-01;0;0.05534921;0;train
2008-08-01;0;0.02386984;0;train
2008-08-01;0;0.3418545;0;train
2008-08-01;1;0.9392238;1;train
2008-08-01;1;0.9296891;1;train
2008-08-02;0;0.37599695;0;train
2008-08-02;0;0.20567597;0;train
2008-08-02;0;0.033269748;0;train
2008-08-02;0;0.22602166;0;train
2008-08-02;0;0.06720106;0;train
2008-08-02;0;0.006547215;0;train
2008-08-03;0;0.037502166;0;train
2008-08-03;0;0.06064417;0;train
2008-08-03;0;0.3367777;0;train
2008-08-03;0;0.014747226;0;train
2008-08-03;0;0.005676224;0;train
2008-08-03;0;0.04788056;0;train
2008-08-04;0;0.030158505;0;train
2008-08-04;0;0.34077695;0;train
2008-08-04;0;0.029058423;0;train
2008-08-04;0;0.046799965;0;train
2008-08-04;0;0.16524671;0;train
2008-08-04;0;0.010393418;0;train
2008-08-05;0;0.008226121;0;train
2008-08-05;0;0.03691071;0;train
2008-08-05;0;0.03282009;0;train
2008-08-05;0;0.030218193;0;train
2008-08-06;0;0.1863759;0;train
2008-08-06;0;0.07532334;0;train
2008-08-06;0;0.0028612386;0;train
2008-08-06;0;0.061953273;0;train
2008-08-06;0;0.010952876;0;train
2008-08-07;0;0.0060257837;0;train
2008-08-07;0;0.0028735455;0;train
2008-08-07;0;0.06899185;0;train
2008-08-07;1;0.5357828;0;train
2008-08-07;0;0.11006541;0;train
2008-08-08;0;0.002910148;0;train
2008-08-08;0;0.16636416;0;train
2008-08-08;0;0.0062218113;0;train
2008-08-08;0;0.16681881;0;train
2008-08-08;0;0.010424214;0;train
2008-08-08;1;0.103918806;0;train
2008-08-09;0;0.011586796;0;train
2008-08-09;1;0.52505106;0;train
2008-08-09;0;0.4557493;0;train
2008-08-09;0;0.02977653;0;train
2008-08-09;0;0.005215371;0;train
2008-08-09;0;0.06432051;0;train
2008-08-10;0;0.025524769;0;train
2008-08-10;0;0.0047390987;0;train
2008-08-10;1;0.76715887;1;train
2008-08-10;0;0.1450388;0;train
2008-08-10;0;0.043228593;0;train
2008-08-10;0;0.41541153;0;train
2008-08-11;0;0.0034055081;0;train
2008-08-11;0;0.030315083;0;train
2008-08-11;0;0.30009174;0;train
2008-08-11;0;0.012542363;0;train
2008-08-11;0;0.011002903;0;train
2008-08-11;0;0.14290556;0;train
2008-08-12;1;0.5143478;0;train
2008-08-12;0;0.0033227042;0;train
2008-08-12;0;0.009152283;0;train
2008-08-12;1;0.4212604;0;train
2008-08-12;0;0.0234678;0;train
2008-08-12;0;0.319225;0;train
2008-08-13;0;0.022799619;0;train
2008-08-13;0;0.03849494;0;train
2008-08-13;0;0.0049389647;0;train
2008-08-13;0;0.004866983;0;train
2008-08-13;1;0.34031284;0;train
2008-08-13;0;0.064007476;0;train
2008-08-14;0;0.3093235;0;train
2008-08-14;0;0.07427442;0;train
2008-08-14;1;0.79274553;1;train
2008-08-14;0;0.008529781;0;train
2008-08-14;0;0.033441566;0;train
2008-08-14;0;0.006911895;0;train
2008-08-15;0;0.21653257;0;train
2008-08-15;0;0.008950593;0;train
2008-08-15;1;0.48619628;0;train
2008-08-15;1;0.71578807;1;train
2008-08-15;0;0.027063979;0;train
2008-08-15;0;0.0066038147;0;train
2008-08-16;0;0.010891058;0;train
2008-08-16;1;0.3991829;0;train
2008-08-16;0;0.0031585237;0;train
2008-08-16;0;0.013519055;0;train
2008-08-16;1;0.6062298;1;train
2008-08-16;0;0.008991383;0;train
2008-08-17;0;0.068930864;0;train
2008-08-17;0;0.0052153664;0;train
2008-08-17;0;0.0039894464;0;train
2008-08-17;0;0.46941885;0;train
2008-08-17;0;0.0021365618;0;train
2008-08-17;0;0.018670585;0;train
2008-08-18;0;0.19580735;0;train
2008-08-18;0;0.07747501;0;train
2008-08-18;0;0.064237975;0;train
2008-08-18;0;0.002480328;0;train
2008-08-18;0;0.20110849;0;train
2008-08-18;0;0.021373965;0;train
2008-08-19;0;0.0073801544;0;train
2008-08-19;0;0.11663626;0;train
2008-08-19;0;0.0035340837;0;train
2008-08-19;0;0.39115775;0;train
2008-08-19;0;0.051552814;0;train
2008-08-19;0;0.2448783;0;train
2008-08-20;0;0.02553178;0;train
2008-08-20;0;0.031673644;0;train
2008-08-20;0;0.01350929;0;train
2008-08-20;0;0.070160076;0;train
2008-08-20;0;0.2506637;0;train
2008-08-20;0;0.09741771;0;train
2008-08-21;0;0.033937924;0;train
2008-08-21;0;0.13835204;0;train
2008-08-21;0;0.21760167;0;train
2008-08-21;0;0.004913359;0;train
2008-08-21;1;0.74134034;1;train
2008-08-21;1;0.3163422;0;train
2008-08-22;0;0.082247645;0;train
2008-08-22;0;0.0116057;0;train
2008-08-22;0;0.018854553;0;train
2008-08-22;0;0.098242156;0;train
2008-08-22;0;0.020152224;0;train
2008-08-22;1;0.5928572;1;train
2008-08-23;0;0.0051728054;0;train
2008-08-23;0;0.013656476;0;train
2008-08-23;0;0.14815019;0;train
2008-08-23;0;0.018469468;0;train
2008-08-23;0;0.017321298;0;train
2008-08-23;0;0.039906316;0;train
2008-08-24;0;0.023815654;0;train
2008-08-24;0;0.03534307;0;train
2008-08-24;0;0.0070120213;0;train
2008-08-24;0;0.005313717;0;train
2008-08-25;0;0.036956478;0;train
2008-08-25;0;0.07230135;0;train
2008-08-25;0;0.029261451;0;train
2008-08-25;0;0.10203621;0;train
2008-08-25;0;0.070702575;0;train
2008-08-25;0;0.045603145;0;train
2008-08-26;0;0.06432102;0;train
2008-08-26;0;0.043055754;0;train
2008-08-26;0;0.20131248;0;train
2008-08-26;0;0.020153007;0;train
2008-08-26;0;0.26702234;0;train
2008-08-27;0;0.045232754;0;train
2008-08-27;0;0.112449035;0;train
2008-08-27;0;0.17862669;0;train
2008-08-27;0;0.023246013;0;train
2008-08-27;0;0.020922247;0;train
2008-08-28;0;0.008357553;0;train
2008-08-28;1;0.22010754;0;train
2008-08-28;0;0.061102353;0;train
2008-08-28;0;0.017520225;0;train
2008-08-28;0;0.0452472;0;train
2008-08-28;1;0.42396072;0;train
2008-08-29;0;0.05933766;0;train
2008-08-29;0;0.030190723;0;train
2008-08-29;0;0.16095199;0;train
2008-08-29;0;0.021608643;0;train
2008-08-29;0;0.07373467;0;train
2008-08-30;0;0.02427842;0;train
2008-08-30;0;0.10817326;0;train
2008-08-30;0;0.40816522;0;train
2008-08-30;0;0.09133316;0;train
2008-08-30;1;0.32732767;0;train
2008-08-30;0;0.37736994;0;train
2008-08-31;0;0.7328272;1;train
2008-08-31;0;0.019980278;0;train
2008-08-31;1;0.31594357;0;train
2008-08-31;1;0.8748157;1;train
2008-08-31;0;0.28808555;0;train
2008-08-31;1;0.1463262;0;train
2008-09-01;0;0.15973325;0;train
2008-09-01;0;0.14957483;0;train
2008-09-01;0;0.19336964;0;train
2008-09-01;0;0.012271039;0;train
2008-09-01;0;0.102329016;0;train
2008-09-01;1;0.41069368;0;train
2008-09-02;0;0.06275568;0;train
2008-09-02;0;0.066449806;0;train
2008-09-02;0;0.044753864;0;train
2008-09-02;0;0.11318422;0;train
2008-09-02;0;0.014383343;0;train
2008-09-03;1;0.15269363;0;train
2008-09-03;0;0.08304221;0;train
2008-09-03;0;0.04574406;0;train
2008-09-03;0;0.008944238;0;train
2008-09-03;0;0.018170023;0;train
2008-09-03;0;0.11407097;0;train
2008-09-04;0;0.013068275;0;train
2008-09-04;1;0.9740685;1;train
2008-09-04;0;0.03452308;0;train
2008-09-04;1;0.07652618;0;train
2008-09-04;0;0.05349615;0;train
2008-09-04;0;0.17138597;0;train
2008-09-05;0;0.2431025;0;train
2008-09-05;0;0.047772765;0;train
2008-09-05;1;0.92790526;1;train
2008-09-05;0;0.15126204;0;train
2008-09-05;0;0.018474137;0;train
2008-09-05;0;0.09276406;0;train
2008-09-06;0;0.12558734;0;train
2008-09-06;0;0.06919711;0;train
2008-09-06;0;0.08726205;0;train
2008-09-06;0;0.004295171;0;train
2008-09-06;0;0.22853899;0;train
2008-09-06;0;0.07590168;0;train
2008-09-07;0;0.010742776;0;train
2008-09-07;0;0.41887477;0;train
2008-09-07;0;0.04841736;0;train
2008-09-07;0;0.027845282;0;train
2008-09-07;0;0.26636362;0;train
2008-09-07;0;0.17349327;0;train
2008-09-08;0;0.22589196;0;train
2008-09-08;0;0.02567698;0;train
2008-09-08;0;0.12261566;0;train
2008-09-08;0;0.0517889;0;train
2008-09-08;0;0.014869996;0;train
2008-09-09;0;0.04598248;0;train
2008-09-09;0;0.034627467;0;train
2008-09-09;0;0.05598834;0;train
2008-09-09;0;0.03212239;0;train
2008-09-09;0;0.008923967;0;train
2008-09-09;0;0.049456645;0;train
2008-09-10;0;0.05386298;0;train
2008-09-10;0;0.243538;0;train
2008-09-10;0;0.13851604;0;train
2008-09-10;0;0.05261012;0;train
2008-09-10;0;0.067969956;0;train
2008-09-10;0;0.12264073;0;train
2008-09-11;0;0.6536188;1;train
2008-09-11;0;0.042153064;0;train
2008-09-11;0;0.2256743;0;train
2008-09-11;0;0.19414414;0;train
2008-09-11;0;0.039324604;0;train
2008-09-11;0;0.13522837;0;train
2008-09-12;1;0.97340536;1;train
2008-09-12;0;0.24125272;0;train
2008-09-12;0;0.07844217;0;train
2008-09-12;0;0.03729889;0;train
2008-09-12;0;0.3018825;0;train
2008-09-12;1;0.7161233;1;train
2008-09-13;0;0.043023106;0;train
2008-09-13;1;0.1513929;0;train
2008-09-13;0;0.063207604;0;train
2008-09-13;0;0.05278684;0;train
2008-09-13;0;0.5726759;1;train
2008-09-14;0;0.29563108;0;train
2008-09-14;1;0.49540865;0;train
2008-09-14;0;0.31312713;0;train
2008-09-14;1;0.52518946;0;train
2008-09-14;0;0.12854692;0;train
2008-09-15;0;0.06638952;0;train
2008-09-15;0;0.23793793;0;train
2008-09-15;1;0.7860101;1;train
2008-09-15;0;0.07601439;0;train
2008-09-15;1;0.68082976;1;train
2008-09-15;1;0.7787126;1;train
2008-09-16;0;0.03069653;0;train
2008-09-16;1;0.45403063;0;train
2008-09-16;0;0.18027812;0;train
2008-09-16;0;0.39340937;0;train
2008-09-16;0;0.017181266;0;train
2008-09-16;0;0.06947752;0;train
2008-09-17;0;0.007855157;0;train
2008-09-17;0;0.023806842;0;train
2008-09-17;1;0.84299165;1;train
2008-09-17;0;0.05515582;0;train
2008-09-18;0;0.17336605;0;train
2008-09-18;1;0.7203745;1;train
2008-09-18;0;0.3685451;0;train
2008-09-18;0;0.12568101;0;train
2008-09-19;0;0.14771985;0;train
2008-09-19;0;0.35515139;0;train
2008-09-19;0;0.37637553;0;train
2008-09-19;0;0.5262876;0;train
2008-09-19;0;0.070189245;0;train
2008-09-19;0;0.45040232;0;train
2008-09-20;0;0.014921601;0;train
2008-09-20;1;0.74643457;1;train
2008-09-20;1;0.33389556;0;train
2008-09-20;0;0.14016335;0;train
2008-09-20;0;0.06264092;0;train
2008-09-20;0;0.10667005;0;train
2008-09-21;0;0.09396476;0;train
2008-09-21;0;0.009865834;0;train
2008-09-21;0;0.25610504;0;train
2008-09-21;0;0.078975126;0;train
2008-09-21;0;0.024922322;0;train
2008-09-21;1;0.745335;1;train
2008-09-22;1;0.7286466;1;train
2008-09-22;0;0.07679711;0;train
2008-09-22;1;0.9278281;1;train
2008-09-22;0;0.025469942;0;train
2008-09-22;1;0.9347658;1;train
2008-09-22;0;0.0058824457;0;train
2008-09-23;1;0.3356835;0;train
2008-09-23;0;0.04270768;0;train
2008-09-23;0;0.24830285;0;train
2008-09-23;0;0.29745683;0;train
2008-09-23;0;0.06646013;0;train
2008-09-23;0;0.19411041;0;train
2008-09-24;0;0.0049646236;0;train
2008-09-24;1;0.5976183;1;train
2008-09-24;0;0.05749351;0;train
2008-09-24;0;0.36634105;0;train
2008-09-24;0;0.14714505;0;train
2008-09-24;0;0.021395894;0;train
2008-09-25;0;0.00917703;0;train
2008-09-25;0;0.03697112;0;train
2008-09-25;0;0.059803315;0;train
2008-09-25;0;0.023569828;0;train
2008-09-26;0;0.30920085;0;train
2008-09-26;0;0.057505153;0;train
2008-09-26;1;0.64604425;1;train
2008-09-26;0;0.07287699;0;train
2008-09-26;0;0.02542566;0;train
2008-09-26;0;0.06218279;0;train
2008-09-27;0;0.0081477165;0;train
2008-09-27;0;0.057808418;0;train
2008-09-27;0;0.317228;0;train
2008-09-27;0;0.17274699;0;train
2008-09-27;0;0.082044676;0;train
2008-09-27;0;0.06491749;0;train
2008-09-28;0;0.047086533;0;train
2008-09-28;1;0.75577235;1;train
2008-09-28;0;0.09704073;0;train
2008-09-28;0;0.022919444;0;train
2008-09-28;0;0.07241748;0;train
2008-09-28;0;0.2214683;0;train
2008-09-29;0;0.10570247;0;train
2008-09-29;1;0.7131778;1;train
2008-09-29;0;0.15882882;0;train
2008-09-29;0;0.068940975;0;train
2008-09-29;0;0.043873843;0;train
2008-09-29;0;0.079936884;0;train
2008-09-30;0;0.13358872;0;train
