data,localidade,y_true,y_pred,y_proba,modelo,threshold,cutoff_date,train_end_date,test_start_date
2015-03-15,Sydney,1,0,0.4954107403755188,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-15,Townsville,0,0,0.06849721819162369,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-15,WaggaWagga,0,0,0.015650009736418724,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-15,Woomera,0,0,0.003324044868350029,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,AliceSprings,0,0,0.0017047501169145107,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Brisbane,0,0,0.09311150759458542,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Cairns,0,0,0.11913708597421646,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Darwin,1,1,0.6253622770309448,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Hobart,0,0,0.21337652206420898,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Melbourne,0,1,0.5807408094406128,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Mildura,0,0,0.06437123566865921,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Moree,0,0,0.02571127749979496,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,MountGambier,0,1,0.5958662033081055,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Nuriootpa,0,0,0.19611433148384094,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Perth,0,0,0.1990693062543869,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Perth,0,0,0.1788647323846817,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Portland,0,1,0.5995939373970032,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Sydney,0,0,0.33800554275512695,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Sydney,0,0,0.3827493488788605,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Townsville,0,0,0.04431964084506035,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,WaggaWagga,0,0,0.11825407296419144,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-16,Woomera,0,0,0.17516201734542847,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,AliceSprings,0,0,0.007867244072258472,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Brisbane,0,0,0.0512574128806591,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Cairns,0,0,0.20299144089221954,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Darwin,0,1,0.6822917461395264,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Hobart,1,1,0.6898130774497986,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Melbourne,1,1,0.8139431476593018,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Mildura,0,1,0.5303689241409302,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Moree,1,1,0.6727309226989746,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,MountGambier,1,1,0.6305644512176514,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Perth,1,0,0.27232620120048523,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Perth,1,0,0.29417333006858826,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Portland,1,1,0.7692106366157532,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Sydney,0,0,0.47923487424850464,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Sydney,0,1,0.5570299029350281,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Townsville,0,0,0.07055937498807907,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,WaggaWagga,0,1,0.7730123400688171,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-17,Woomera,0,0,0.019838005304336548,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,AliceSprings,0,0,0.017150036990642548,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Brisbane,1,1,0.5547719597816467,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Cairns,0,0,0.40461236238479614,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Darwin,0,0,0.18260999023914337,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Hobart,0,1,0.6687246561050415,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Melbourne,0,0,0.22634001076221466,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Mildura,0,0,0.1804220825433731,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Moree,0,0,0.48658519983291626,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,MountGambier,0,0,0.3155927360057831,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Nuriootpa,0,0,0.14351032674312592,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Perth,0,0,0.3705218434333801,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Perth,0,0,0.3165513873100281,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Sydney,0,0,0.24874712526798248,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Sydney,0,1,0.5314218997955322,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Townsville,0,0,0.11099424958229065,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,WaggaWagga,0,0,0.06716296076774597,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-18,Woomera,0,0,0.0033810955937951803,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,AliceSprings,0,0,0.16631044447422028,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Brisbane,0,0,0.17159956693649292,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Cairns,1,1,0.9033836126327515,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Darwin,1,1,0.5277499556541443,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Hobart,0,1,0.9323800206184387,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Melbourne,0,0,0.40895652770996094,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Mildura,0,0,0.23446238040924072,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,MountGambier,0,0,0.49539121985435486,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Nuriootpa,0,0,0.025544356554746628,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Perth,0,0,0.11756115406751633,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Perth,0,0,0.14769025146961212,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Portland,1,1,0.8239390850067139,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Sydney,0,0,0.14352744817733765,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Sydney,0,0,0.18863317370414734,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,Townsville,0,0,0.05064951628446579,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-19,WaggaWagga,0,0,0.0178361963480711,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,AliceSprings,0,0,0.1857796460390091,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Brisbane,0,0,0.2766863703727722,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Cairns,0,1,0.5083004236221313,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Darwin,0,0,0.32560959458351135,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Hobart,0,0,0.06695333868265152,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Melbourne,0,0,0.018503861501812935,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Mildura,0,0,0.011153407394886017,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,MountGambier,0,0,0.011623906902968884,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Perth,0,0,0.04519498348236084,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Perth,0,0,0.06546144932508469,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Portland,0,0,0.07266390323638916,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Sydney,1,1,0.6181970834732056,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Sydney,1,1,0.6305373907089233,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,Townsville,0,0,0.2439674437046051,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-20,WaggaWagga,0,0,0.002273188205435872,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,AliceSprings,0,0,0.039179667830467224,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Brisbane,1,1,0.9933792352676392,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Cairns,0,0,0.19424796104431152,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Darwin,0,1,0.8035309910774231,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Hobart,0,0,0.013190296478569508,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Melbourne,0,0,0.0031365989707410336,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Mildura,0,0,0.0016964506357908249,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,MountGambier,0,0,0.021580150350928307,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Perth,0,0,0.22337669134140015,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Perth,0,0,0.32991328835487366,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Portland,0,0,0.021231602877378464,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Sydney,1,0,0.3172547519207001,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Sydney,1,0,0.40106284618377686,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Townsville,0,0,0.22498388588428497,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,WaggaWagga,0,0,0.002807823708280921,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-21,Woomera,0,0,0.003093922045081854,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,AliceSprings,0,0,0.003460245206952095,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Cairns,0,0,0.2641497254371643,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Hobart,1,0,0.39820757508277893,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Melbourne,0,0,0.05889192968606949,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Mildura,0,0,0.11584626883268356,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Moree,0,0,0.14092302322387695,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,MountGambier,0,0,0.14707952737808228,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Perth,0,0,0.018222929909825325,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Perth,0,0,0.012516987510025501,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Sydney,1,1,0.5142647624015808,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Sydney,1,1,0.571180522441864,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,Townsville,0,0,0.132004976272583,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-22,WaggaWagga,0,0,0.06277602165937424,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,AliceSprings,0,0,0.021911611780524254,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Brisbane,0,0,0.13197512924671173,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Cairns,0,0,0.1470194309949875,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Hobart,1,1,0.7908979058265686,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Melbourne,0,1,0.6861856579780579,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Moree,0,0,0.05959947407245636,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,MountGambier,1,1,0.9300071001052856,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Nuriootpa,1,0,0.14364135265350342,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Perth,0,0,0.010912683792412281,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Perth,0,0,0.01966961845755577,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Portland,1,1,0.7955712080001831,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Sydney,0,1,0.5855761766433716,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Sydney,0,1,0.5659035444259644,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,Townsville,0,0,0.10732898861169815,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-23,WaggaWagga,0,1,0.8507185578346252,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,AliceSprings,0,0,0.004448106978088617,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Brisbane,0,0,0.07582763582468033,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Cairns,0,0,0.301072895526886,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Darwin,0,1,0.8304772973060608,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Hobart,0,0,0.05453728139400482,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Melbourne,0,0,0.34550514817237854,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,MountGambier,0,0,0.20118604600429535,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Nuriootpa,0,0,0.1081106960773468,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Perth,0,0,0.0027103943284600973,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Perth,0,0,0.0024163059424608946,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Portland,0,0,0.1331729292869568,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Sydney,1,1,0.9869361519813538,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Sydney,1,1,0.9818691611289978,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,Townsville,0,0,0.15792463719844818,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-24,WaggaWagga,0,0,0.27900436520576477,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,AliceSprings,0,0,0.011567174457013607,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Brisbane,1,0,0.24895936250686646,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Cairns,0,0,0.1607733517885208,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Darwin,1,1,0.5254796743392944,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Hobart,1,0,0.16726428270339966,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Melbourne,0,0,0.38122206926345825,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,MountGambier,1,1,0.7334667444229126,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Nuriootpa,1,0,0.39335453510284424,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Perth,0,0,0.020706599578261375,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Perth,0,0,0.007000546436756849,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Portland,1,1,0.8482239246368408,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Sydney,0,0,0.2893180251121521,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Sydney,0,1,0.5897805690765381,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Townsville,0,0,0.10989531129598618,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,WaggaWagga,0,0,0.04634588956832886,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-25,Woomera,0,0,0.008723321370780468,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,AliceSprings,0,0,0.00376200582832098,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Brisbane,0,1,0.6116717457771301,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Cairns,0,0,0.1850382536649704,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Darwin,1,1,0.8301787972450256,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Hobart,1,0,0.42970770597457886,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Melbourne,0,0,0.18108877539634705,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Mildura,0,0,0.014617318287491798,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,MountGambier,1,1,0.8973866701126099,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Perth,1,0,0.077530138194561,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Perth,1,0,0.2627488076686859,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Portland,1,1,0.9810692667961121,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Sydney,0,0,0.020243830978870392,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Sydney,0,0,0.02220439724624157,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Townsville,0,0,0.034387946128845215,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,WaggaWagga,0,0,0.005791654344648123,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-26,Woomera,0,0,0.0017695026472210884,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,AliceSprings,0,0,0.0031475170981138945,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Brisbane,0,0,0.49488478899002075,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Cairns,1,0,0.16343270242214203,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Hobart,1,1,0.9292467832565308,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Melbourne,0,0,0.1614025980234146,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Mildura,0,0,0.015975920483469963,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,MountGambier,0,1,0.5942625403404236,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Nuriootpa,0,0,0.06398174166679382,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Perth,0,0,0.027019860222935677,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Perth,0,0,0.020116982981562614,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Portland,1,1,0.6138471364974976,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Sydney,0,0,0.0037007122300565243,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,Sydney,0,0,0.002462128410115838,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
2015-03-27,WaggaWagga,0,0,0.04352568835020065,xgb_refatorado_v1,0.5,2015-03-13,2015-03-13,2015-03-13
